stop_i,stop_j,travel_distance_km,travel_time_seconds,delay_time_seconds,delay_event
8,2,56.6526735967214,1.1805958676090824,0.3260356338993505,Road Closed
9,1,81.10072670663833,1.6022352961666155,0.1672501242876935,No Delay
2,8,58.608484100071685,1.255062828753256,0.16728429359984723,No Delay
3,7,48.95837411056912,0.9175060221617547,0.30341526750027153,Road Closed
6,4,32.56861178125655,0.7091840524394979,0.16590291727378279,No Delay
6,5,29.066410130890038,0.5268801435767632,0.2665751256099786,Accident
9,3,56.231242029618926,1.0340048971314781,0.16692143705090243,No Delay
0,7,67.58369885907746,1.3271361744960495,0.2900164672131458,Traffic
0,7,69.36044578729856,1.2233808787715295,0.1663575395136222,No Delay
4,0,41.080176561680986,0.7989951369104799,0.1666478622148975,No Delay
1,7,65.84323210261024,1.4049725481307989,0.16679729599977303,No Delay
1,9,77.5410228707785,1.5733087474046077,0.30175921075464757,Weather
4,2,48.83211287947429,0.8224389387119576,0.1665162937320583,No Delay
4,1,45.56338664063351,1.0077189625013863,0.1674004155193821,No Delay
8,7,12.5452014915364,0.3554644187413559,0.29305994944649694,Traffic
2,6,45.76586531846651,0.9373898088162566,0.26218148585262707,Road Closed
1,8,72.65756267962288,1.4860555781560223,0.16603185903015144,No Delay
6,3,37.96181351691785,0.7303996001060864,0.1665242367965795,No Delay
3,8,45.936815247574415,1.0038291138332023,0.16735317180551681,No Delay
0,6,59.873946667941006,1.248735877893714,0.16664531757452067,No Delay
7,2,50.613377880913895,1.0522939248335161,0.32062056442017767,Weather
7,4,40.06456912766098,0.8407953538583236,0.16693272713858517,No Delay
9,4,53.59746345689,0.9758636466065941,0.26264473258667687,Traffic
8,4,45.91665331255942,0.9243666772622267,0.2755024892429666,Road Closed
2,7,51.50428719915416,1.0431308825069185,0.16687213398554512,No Delay
5,9,35.40498517496514,0.873430043673914,0.16588154137020122,No Delay
7,2,50.69541618038492,1.0968912530533368,0.2683256212075077,Weather
4,1,48.05834438170068,1.0191873466047972,0.298770039488363,Road Closed
3,8,47.35706373743145,0.9310776694213767,0.2962261064445384,Accident
3,2,36.07766263577152,0.6416063949383695,0.2578449308853519,Road Closed
4,5,19.4321377673775,0.46293269251504526,0.16695660138879678,No Delay
5,1,56.33970466309627,1.196617009984453,0.32118353825346496,Weather
8,7,18.49632340296491,0.307025406967903,0.1665299714802686,No Delay
3,1,35.798790275961494,0.7936046744383346,0.16656809216635418,No Delay
9,0,74.13256733764084,1.4360593571895945,0.16660522769408864,No Delay
6,8,22.033846311109496,0.5670060276370659,0.1673059155503181,No Delay
6,3,42.01187171514327,0.7460118539534379,0.16662550484137512,No Delay
9,5,44.718687950482966,0.8380804336046696,0.16747832983752992,No Delay
3,4,24.075412480403894,0.5343304108924435,0.32962382702720877,Weather
6,3,39.158027065967445,0.8224401013277309,0.16601125266712874,No Delay
0,8,73.76809466458718,1.4777151983987644,0.16598465577129276,No Delay
6,5,28.991078787469142,0.43385897729320894,0.16591642859406988,No Delay
3,8,46.839865120321384,0.9736098104902856,0.27873256012324643,Road Closed
5,9,44.953500273889105,0.8498244152688103,0.1669845606213901,No Delay
6,8,23.39793854928454,0.4218739043274015,0.3243969504500149,Road Closed
7,4,42.627348166500425,0.8503585403203079,0.16681664621743042,No Delay
8,0,71.85901906430533,1.4481726395656593,0.1659881378552451,No Delay
8,1,70.02488413971173,1.528501767000821,0.1670752460955288,No Delay
2,3,31.57559531670373,0.6208880237583444,0.16592311886603306,No Delay
2,7,52.945742743128534,1.111460826043975,0.1671386682886669,No Delay
9,8,13.187309902718162,0.26039148385086547,0.3289256771436635,Traffic
2,7,59.12854284436044,1.0193915033291545,0.256962972557858,Road Closed
7,8,18.959761953833187,0.2620705387433219,0.1663449361551079,No Delay
4,3,22.390371144567276,0.4512821199918844,0.16724844546711495,No Delay
7,4,35.764753685485296,0.8382823145877304,0.16612401191376416,No Delay
2,4,49.74908125595544,0.9692621444428681,0.3034170608509982,Road Closed
4,1,45.474059689645955,1.0339284810864968,0.16719608884365264,No Delay
1,3,39.800500501547816,0.8135599421818606,0.3004438794952649,Accident
7,2,51.31606840387098,1.0758161093182694,0.30769989575508366,Traffic
2,7,54.55427359002162,1.169593697007335,0.3165327995481688,Traffic
3,9,57.42950519037288,1.107503936185138,0.2804636177142852,Road Closed
2,5,54.25498056535048,1.1219463347344287,0.16663987083341383,No Delay
4,8,47.567329153275644,0.9582938551922365,0.2679538796595004,Weather
1,9,82.58389399250791,1.5710214078310436,0.16672891641417317,No Delay
3,2,35.360922285103605,0.6768133088348178,0.29059842743438036,Weather
6,9,26.129547690508442,0.5380647571473373,0.26047647810182517,Traffic
5,7,29.823329357284464,0.5357191019915136,0.1663334259500305,No Delay
0,8,66.66235951173302,1.4209293296588426,0.32865957946944485,Weather
7,2,57.69826161894953,1.0939783439455006,0.16700038872297693,No Delay
7,3,45.13082198717123,0.8671839028470634,0.1672036448280029,No Delay
4,6,31.149392532913616,0.6452474690543103,0.16591869693174577,No Delay
9,7,18.060859033552887,0.3701391559950642,0.16620884089070576,No Delay
5,4,17.650016243414044,0.4642011464602296,0.16605420051366662,No Delay
8,9,8.13531863345629,0.16332403908860343,0.16731898092254496,No Delay
0,4,41.77444872395445,0.7894588728733397,0.16731748078623124,No Delay
5,2,59.62505409580628,1.0867672556770145,0.16647181401741487,No Delay
5,0,30.16005594052619,0.7351631019836601,0.16611240727213417,No Delay
3,1,35.079246769137214,0.7844814975472892,0.16738317995216315,No Delay
0,2,49.549643893777876,1.072246664247926,0.2835674723643837,Accident
6,8,23.618662849941884,0.4337559144580472,0.16664317515236934,No Delay
9,8,11.75126268830601,0.2666344929229674,0.16609559968479579,No Delay
1,6,68.60845837343115,1.3466671231376068,0.3310616143037515,Traffic
3,6,41.03462027113406,0.7863551683960119,0.1673607170498716,No Delay
1,7,73.4270307185471,1.3942142713000043,0.32622672663458346,Traffic
2,3,39.43029018380601,0.6535860638613861,0.16679644988785855,No Delay
8,9,12.505583372389255,0.21538705943213224,0.1663394571300056,No Delay
1,4,51.704385810219094,0.9904930015476919,0.29411663726898163,Road Closed
6,2,50.07389503162366,0.993761509333648,0.2704832560888509,Weather
5,2,55.85738870949265,1.0667500413820008,0.2704203554760421,Traffic
1,8,76.7079248033329,1.5122897900546086,0.32604184106389167,Weather
0,9,72.09987821030971,1.5794671622798828,0.16693451492085243,No Delay
8,1,72.83209917985069,1.5032684407763888,0.25588829122398155,Road Closed
8,9,9.656756910755284,0.16248267926151047,0.32437788342822965,Accident
0,3,43.459848702838364,0.8911776190603973,0.16667097881665005,No Delay
0,6,58.548001262253166,1.1313015383761493,0.30663860393708675,Road Closed
6,2,48.60819556672082,1.0290720505693105,0.16671904886538705,No Delay
1,5,64.19895309579103,1.2377889459550864,0.16730682871359467,No Delay
4,5,24.010266001999774,0.47617237712179916,0.2928402494531654,Road Closed
8,6,28.16871013999315,0.5367066309121831,0.16746739577519115,No Delay
7,1,65.69347866831002,1.462979193537482,0.16652027867399743,No Delay
9,0,75.8061574822484,1.493055136413222,0.29562022659536236,Accident
7,5,34.84497596413942,0.5320056974251952,0.2953696508138463,Weather
8,4,40.59704792463538,0.9755914814958717,0.2988036485703116,Weather
2,5,57.388337479347236,1.1622786579261455,0.16746424549843775,No Delay
6,7,20.386027131708097,0.4071601248679679,0.3309464630498775,Weather
0,7,61.59956517087058,1.27235983035656,0.16644836318255382,No Delay
7,1,74.62106515496637,1.4504391885132666,0.16672720752545178,No Delay
8,7,15.983071560573384,0.35894232770948187,0.16626171378719687,No Delay
5,2,53.69498775925537,1.071274808251556,0.28554746890029004,Accident
1,5,61.92765550329136,1.2716561219818694,0.1663956945667744,No Delay
0,7,64.610412203999,1.2247658875626577,0.2824352546554833,Road Closed
8,7,19.13634988142992,0.24356282948104876,0.29318698899454265,Road Closed
8,9,8.056387851406104,0.2453396159479935,0.16675127625760752,No Delay
7,6,22.012180127992053,0.34029242643090896,0.16710188140603016,No Delay
7,6,24.213592753753836,0.41139185011163604,0.16602169171549674,No Delay
7,1,67.9119610631984,1.4828385984345236,0.1659998396417498,No Delay
9,6,28.223337298589858,0.5294670293847996,0.29316791469338976,Weather
4,2,43.88358697489268,0.9319361877708536,0.2599761239331424,Traffic
4,8,44.684155656017815,0.8174281247103327,0.16645232573437876,No Delay
9,4,50.648649681652486,0.9917107654238687,0.305084952954198,Accident
8,4,47.91220058787318,0.9617586410092763,0.16698196509761698,No Delay
5,2,52.025133312607245,1.1595131836230237,0.16697556748365175,No Delay
3,7,48.604670737830276,0.8773871144906584,0.3197498494419481,Traffic
4,8,45.529870446988234,0.9128570937116283,0.16590926211134757,No Delay
2,7,51.936404101198875,1.0911845680971648,0.16662104847617804,No Delay
0,1,53.66471884214022,1.0384504605365414,0.16740197162253945,No Delay
4,9,54.18806113474655,1.0131551347356325,0.32490395671710404,Accident
6,1,61.08311911958496,1.3818220984914011,0.16669375948354737,No Delay
4,1,51.41822060102724,0.9176227354211287,0.26806633259945933,Road Closed
3,7,42.85549790452937,0.8203562065161022,0.2739943295474545,Accident
6,9,29.601719331512946,0.6594666496074539,0.31810269168024585,Traffic
3,7,45.53126525748112,0.8781974533324669,0.31407800682163356,Accident
8,1,70.87576375164284,1.5229273987539906,0.2735330673892061,Accident
9,2,62.990733089603616,1.374468577096327,0.27469933927602397,Accident
4,9,49.13311412124371,1.0178621857176982,0.16698985663220076,No Delay
8,4,41.80996324432095,0.9795292410692863,0.27705603271243023,Weather
5,3,28.266656406633956,0.5370870844487293,0.1670928076184794,No Delay
0,4,37.61420950794609,0.8823164270359037,0.3205331130052062,Traffic
2,7,59.96627272052538,1.0433662340894732,0.3321515839298643,Weather
1,8,75.89211125990603,1.4231924159575617,0.28104865447809035,Traffic
9,5,35.901017158585745,0.7794652681761787,0.16637589368183445,No Delay
6,9,28.467359517405825,0.6486226278992756,0.3278259816712582,Accident
3,9,59.09280762833599,1.1425799918399187,0.3103076140287855,Accident
7,5,33.87812613118177,0.5667843747706593,0.30474917806028673,Road Closed
0,1,54.29141327013749,1.0396597930875564,0.16743670347478495,No Delay
5,2,56.54951182443964,1.0948917688944002,0.16739475041508128,No Delay
4,2,47.15834698224526,0.8222043779475402,0.3248509821863435,Road Closed
3,8,49.96387954187999,0.9301866960028861,0.1670395624265143,No Delay
6,9,28.482542711388838,0.6801002545475936,0.16736481669554668,No Delay
7,4,37.40907624093639,0.872387317577706,0.16636417879242482,No Delay
6,3,41.49729482706934,0.8803250128747006,0.16671964479287713,No Delay
2,5,58.24441993845217,1.1153493335380509,0.16655398174884506,No Delay
6,8,24.08864588465739,0.5750127717274678,0.16733303499986643,No Delay
2,7,51.3224965468016,1.0322437670343452,0.16626765163931218,No Delay
8,6,29.66570694293022,0.4517903042838989,0.16726502156609477,No Delay
9,7,24.542592304536395,0.44422805848382146,0.16729590757240806,No Delay
5,9,43.5847352287316,0.8756022784017662,0.16670472266842515,No Delay
8,3,51.204530715506486,0.9352138590575135,0.16742114057238142,No Delay
3,7,48.790528073282985,0.9647532696982286,0.2809904760519315,Traffic
2,0,49.04880476009804,0.9518927375562835,0.16654341748122378,No Delay
2,6,54.1995956179796,1.04927719768851,0.1666076733215399,No Delay
0,8,74.94389136590247,1.3846498863221874,0.1673603832501555,No Delay
2,3,32.982183414458675,0.6418506439545529,0.16630459382465748,No Delay
